utc_time,ra_deg,dec_deg,az_cmd_deg,el_cmd_deg,az_rate_dps,el_rate_dps
2026-08-17T01:59:45.499039,34.418515075636805,-18.225078815174072,-274.53952292348646,-46.88495912154777,-0.06211461807820816,-0.0031350860060525084
2026-08-17T02:00:00.499039,34.79615122403611,-17.660086847119445,-275.4737604190957,-46.925034577729896,-0.062138247633807944,-0.0030656130431983303
2026-08-17T02:00:15.499039,35.188942890702776,-17.106628513786113,-276.40353869825003,-46.977436972619884,-0.062165272418827536,-0.003006394249785534
2026-08-17T02:00:30.499039,35.581734557369444,-16.553170180452778,-277.3355062868492,-47.024220283776856,-0.06219060657705834,-0.0029436812497235583
2026-08-17T02:00:45.499039,35.97452622403611,-15.999711847119443,-278.26948362889846,-47.065288228242956,-0.06221402283031523,-0.0028774817179533824
2026-08-17T02:01:00.499039,36.367847773085415,-15.446676310716667,-279.2050713892131,-47.1011941292914,-0.06223550840514065,-0.0028083129565522097
2026-08-17T02:01:15.499039,36.77656652308542,-14.90592631071667,-280.1364340693526,-47.15008274166939,-0.062261197645690915,-0.0027501837763293105
2026-08-17T02:01:30.499039,37.18528527308542,-14.365176310716667,-281.06987668291606,-47.193135495162466,-0.06228492042125424,-0.0026883446168897746
2026-08-17T02:01:45.499039,37.59400402308542,-13.824426310716667,-282.0052056631243,-47.23025692770218,-0.06230643819844867,-0.0026228156239638404
2026-08-17T02:02:00.499039,38.003261319339586,-13.284126600999537,-282.9420214277126,-47.26203213251616,-0.06232575921406796,-0.002554157666492192
2026-08-17T02:02:15.499039,38.428167569339585,-12.756911323221761,-283.87488241573294,-47.3074590257794,-0.06234993429772733,-0.002497290607003322
2026-08-17T02:02:30.499039,38.853073819339585,-12.229696045443982,-284.8096967373997,-47.34682163780363,-0.062371869128512954,-0.0024365434271760005
2026-08-17T02:02:45.499039,39.27798006933958,-11.702480767666202,-285.7462562127123,-47.38002610311862,-0.06239131676388041,-0.0023719492212381493
2026-08-17T02:03:00.499039,39.70343560879444,-11.175746045962498,-286.6841624949013,-47.40769304927046,-0.062408315680640196,-0.002304112574816545
2026-08-17T02:03:15.499039,40.14485227546112,-10.662975212629169,-287.6184261850799,-47.449757614509785,-0.062430988090886784,-0.002248819558083959
2026-08-17T02:03:30.499039,40.58626894212778,-10.150204379295833,-288.5545009783376,-47.485520706423586,-0.062451161563826456,-0.0021895208656185143
2026-08-17T02:03:45.499039,41.02768560879444,-9.6374335459625,-289.49216367478994,-47.51489083425076,-0.06246858378192618,-0.002126262709746148
2026-08-17T02:04:00.499039,41.46966230811667,-9.125175151750462,-290.4310193093893,-47.53852564149415,-0.062483314018770386,-0.002059673574072877
2026-08-17T02:04:15.499039,41.927912308116674,-8.627807096194909,-291.36660098663936,-47.57731737274948,-0.06250418700551373,-0.0020058492155036706
2026-08-17T02:04:30.499039,42.38616230811667,-8.130439040639352,-292.3038361250589,-47.60956414167785,-0.06252231167596657,-0.00194794276113844
2026-08-17T02:04:45.499039,42.84441230811666,-7.633070985083796,-293.24248626654344,-47.635177628288154,-0.06253743368842161,-0.0018860137908411308
2026-08-17T02:05:00.499039,43.30323204430833,-7.136250024135649,-294.1821601771537,-47.65485387815921,-0.06254964820429051,-0.0018207183838774435
2026-08-17T02:05:15.499039,43.77860704430834,-6.655326413024539,-295.11892862574155,-47.690459520370226,-0.06256887639292093,-0.0017685910401578889
2026-08-17T02:05:30.499039,44.25398204430833,-6.174402801913426,-296.0571783794536,-47.7192738377602,-0.06258513833868876,-0.001712350003494419
2026-08-17T02:05:45.499039,44.72935704430833,-5.693479190802314,-296.99665571740053,-47.74121248915169,-0.06259818102171504,-0.001652067874507305
2026-08-17T02:06:00.499039,45.205312177145835,-5.213138716004166,-297.93697709390415,-47.75701184755944,-0.06260813047977555,-0.001588419123567834
2026-08-17T02:06:15.499039,45.69812467714584,-4.749742882670834,-298.87486615378987,-47.78954829756842,-0.06262567862755948,-0.0015380688082402116
2026-08-17T02:06:30.499039,46.19093717714583,-4.2863470493374995,-299.8140527257016,-47.81504614209718,-0.06264007945536273,-0.0014836221928302843
